,BuildingType,ComplianceStatus,ENERGYSTARScore,Electricity(kBtu),LargestPropertyUseType,NaturalGas(kBtu),Neighborhood,NumberofBuildings,NumberofFloors,PrimaryPropertyType,PropertyGFABuilding(s),PropertyGFAParking,SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),SourceEUI(kBtu/sf),SteamUse(kBtu),YearBuilt,TotalEmissionGES
786,Multifamily LR (1-4),Compliant,99.0,962122.0,Multifamily Housing,0.0,MAGNOLIA / QUEEN ANNE,1.0,3.0,Low-Rise Multifamily,53698,0,17.9,962082.0,56.3,0.0,1981,6.71
787,Multifamily MR (5-9),Compliant,39.0,759351.0,Multifamily Housing,1579813.0,DOWNTOWN,1.0,6.0,Mid-Rise Multifamily,23338,0,73.9,2339133.0,127.8,0.0,1911,89.2
788,Multifamily MR (5-9),Compliant,81.0,576534.0,Multifamily Housing,319391.0,DOWNTOWN,1.0,6.0,Mid-Rise Multifamily,39594,0,22.6,895901.0,54.2,0.0,1900,20.98
789,NonResidential,Compliant,95.0,335805.0,Office,0.0,DOWNTOWN,1.0,2.0,Small- and Mid-Sized Office,20028,0,27.6,552583.0,65.7,216792.0,1929,19.07
790,Multifamily HR (10+),Compliant,,2124752.0,Multifamily Housing,0.0,DOWNTOWN,1.0,10.0,High-Rise Multifamily,65535,0,54.1,3031811.0,138.5,907147.0,1906,84.83
791,NonResidential,Compliant,85.0,1069446.0,Office,48944.0,DOWNTOWN,1.0,7.0,Small- and Mid-Sized Office,23622,0,39.3,1118346.0,119.7,0.0,1900,10.05
792,NonResidential,Compliant,71.0,842958.0,Office,0.0,DOWNTOWN,1.0,3.0,Small- and Mid-Sized Office,23563,0,35.8,842923.0,112.3,0.0,1902,5.88
793,NonResidential,Compliant,,741875.0,Office,278195.0,DOWNTOWN,1.0,3.0,Mixed Use Property,28600,0,39.2,1020039.0,100.8,0.0,1903,19.95
794,NonResidential,Compliant,50.0,2308034.0,Retail Store,0.0,DOWNTOWN,1.0,2.0,Mixed Use Property,26160,12379,88.2,2307938.0,277.0,0.0,1978,16.09
795,NonResidential,Compliant,24.0,2006710.0,Office,0.0,DOWNTOWN,1.0,5.0,Small- and Mid-Sized Office,26840,0,69.1,2006626.0,217.0,0.0,1906,13.99
796,NonResidential,Compliant,54.0,2088085.0,Retail Store,0.0,DOWNTOWN,1.0,2.0,Retail Store,46800,0,44.6,2087998.0,140.1,0.0,1906,14.56
797,NonResidential,Compliant,31.0,2509730.0,Office,3529.0,DOWNTOWN,1.0,3.0,Small- and Mid-Sized Office,37350,26640,64.4,2513155.0,202.2,0.0,1979,17.68
798,NonResidential,Compliant,43.0,988880.0,Office,369813.0,DOWNTOWN,1.0,3.0,Small- and Mid-Sized Office,28800,0,38.8,1358652.0,99.8,0.0,1908,26.53
799,Multifamily LR (1-4),Compliant,,802562.0,Multifamily Housing,813326.0,DOWNTOWN,1.0,3.0,Low-Rise Multifamily,23015,0,70.2,1615855.0,146.6,0.0,1900,48.79
800,Multifamily MR (5-9),Compliant,,1507337.0,Multifamily Housing,681850.0,DOWNTOWN,1.0,6.0,Mid-Rise Multifamily,36676,0,59.7,2189124.0,148.6,0.0,2000,46.72
801,NonResidential,Compliant,44.0,744206.0,Office,2034690.0,DOWNTOWN,1.0,3.0,Small- and Mid-Sized Office,28584,4968,104.6,2778865.0,168.4,0.0,1954,113.25
802,NonResidential,Compliant,22.0,1228269.0,Retail Store,541980.0,DOWNTOWN,1.0,2.0,Retail Store,26270,0,67.4,1770198.0,168.5,0.0,1931,37.35
803,NonResidential,Compliant,50.0,2390383.0,Office,0.0,DOWNTOWN,1.0,3.0,Small- and Mid-Sized Office,49800,7820,48.0,2390284.0,150.7,0.0,1926,16.66
804,Multifamily LR (1-4),Compliant,30.0,569893.0,Multifamily Housing,2657463.0,DOWNTOWN,1.0,3.0,Low-Rise Multifamily,33440,0,96.5,3227332.0,137.0,0.0,1923,145.11
805,NonResidential,Compliant,,553897.0,Other,0.0,DOWNTOWN,1.0,2.0,Mixed Use Property,22616,6080,26.7,553875.0,83.9,0.0,1954,3.86
806,NonResidential,Compliant,77.0,1610105.0,Hotel,1058731.0,DOWNTOWN,1.0,5.0,Hotel,57800,0,46.2,2668769.0,106.7,0.0,1990,67.45
807,Multifamily MR (5-9),Compliant,96.0,1619387.0,Multifamily Housing,2583015.0,DOWNTOWN,1.0,6.0,Mid-Rise Multifamily,54102,15488,60.4,4202335.0,112.0,0.0,1994,148.47
808,Multifamily LR (1-4),Compliant,81.0,736467.0,,870838.0,DOWNTOWN,1.0,3.0,Low-Rise Multifamily,45172,0,35.6,1607275.0,71.4,0.0,1908,51.38
809,Multifamily HR (10+),Compliant,44.0,8073032.0,Multifamily Housing,4646346.0,DOWNTOWN,1.0,26.0,High-Rise Multifamily,226500,94550,56.2,12719042.0,133.5,0.0,1990,303.05
810,Multifamily MR (5-9),Compliant,97.0,3796096.0,Multifamily Housing,0.0,DOWNTOWN,1.0,7.0,Mid-Rise Multifamily,142497,49580,26.6,3795938.0,83.6,0.0,2000,26.46
811,Multifamily MR (5-9),Compliant,97.0,3712014.0,Multifamily Housing,2601819.0,DOWNTOWN,1.0,7.0,Mid-Rise Multifamily,143183,60757,44.1,6313678.0,100.5,0.0,2008,164.06
812,Multifamily LR (1-4),Compliant,95.0,398113.0,Multifamily Housing,360226.0,DOWNTOWN,1.0,3.0,Low-Rise Multifamily,21284,0,35.6,758322.0,76.5,0.0,1918,21.91
813,Multifamily MR (5-9),Compliant,98.0,980990.0,,88432.0,DOWNTOWN,1.0,5.0,Mid-Rise Multifamily,48786,0,24.4,1069381.0,72.3,0.0,1908,11.54
814,Multifamily MR (5-9),Compliant,81.0,1276395.0,Multifamily Housing,759253.0,DOWNTOWN,1.0,6.0,Mid-Rise Multifamily,60476,37746,45.9,2035595.0,108.3,0.0,2002,49.22
815,NonResidential,Compliant,3.0,1691092.0,Financial Office,0.0,DOWNTOWN,1.0,2.0,Other,31890,0,54.3,1691021.0,170.4,0.0,1955,11.79
816,NonResidential,Compliant,29.0,1881948.0,Office,39157.0,DOWNTOWN,1.0,2.0,Small- and Mid-Sized Office,30438,13660,66.3,2454861.0,178.2,533834.0,1925,56.4
817,NonResidential,Compliant,,1314236.0,Restaurant,2451887.0,DOWNTOWN,1.0,3.0,"Restaurant
",22381,0,168.3,3766069.0,299.4,0.0,1923,139.38
818,Multifamily HR (10+),Compliant,29.0,13224062.0,,9490728.0,DOWNTOWN,1.0,31.0,High-Rise Multifamily,398513,139826,67.7,22714240.0,153.6,0.0,2001,596.24
819,NonResidential,Compliant,,10498761.0,Laboratory,19041728.0,DOWNTOWN,1.0,4.0,Other,49249,0,618.7,29540052.0,1109.1,0.0,1926,1084.49
820,NonResidential,Compliant,,170943.0,Retail Store,216343.0,DOWNTOWN,1.0,1.0,Retail Store,23562,1263,15.9,387279.0,31.3,0.0,1925,12.68
821,Multifamily MR (5-9),Compliant,74.0,768867.0,Multifamily Housing,301904.0,DOWNTOWN,1.0,6.0,Mid-Rise Multifamily,25129,15901,42.6,1070740.0,108.7,0.0,1991,21.39
822,Multifamily MR (5-9),Compliant,,1132348.0,Multifamily Housing,1527469.0,DOWNTOWN,1.0,6.0,Mid-Rise Multifamily,41359,0,66.0,2659770.0,128.0,0.0,2002,89.02
823,Multifamily LR (1-4),Compliant,61.0,473326.0,Multifamily Housing,417744.0,DOWNTOWN,1.0,4.0,Low-Rise Multifamily,21095,0,42.2,891050.0,91.2,0.0,1910,25.49
824,Multifamily MR (5-9),Compliant,82.0,3534672.0,Multifamily Housing,13783.0,DOWNTOWN,1.0,5.0,Mid-Rise Multifamily,129092,59623,30.4,3548309.0,95.2,0.0,1989,25.37
825,Multifamily LR (1-4),Compliant,59.0,696869.0,Multifamily Housing,0.0,DOWNTOWN,1.0,3.0,Low-Rise Multifamily,18162,5827,29.0,696840.0,91.2,0.0,1925,4.86
826,NonResidential,Compliant,59.0,1434423.0,Medical Office,59888.0,DOWNTOWN,1.0,4.0,Medical Office,26670,0,56.0,1494252.0,171.2,0.0,1952,13.18
827,Multifamily MR (5-9),Compliant,,1079049.0,Multifamily Housing,0.0,DOWNTOWN,1.0,6.0,Mid-Rise Multifamily,31054,10780,34.7,1079004.0,109.1,0.0,1991,7.52
828,Multifamily LR (1-4),Compliant,31.0,391585.0,Multifamily Housing,2350341.0,DOWNTOWN,1.0,3.0,Low-Rise Multifamily,34060,0,80.5,2741909.0,108.6,0.0,1922,127.56
829,Multifamily MR (5-9),Compliant,55.0,1059018.0,Multifamily Housing,657602.0,DOWNTOWN,1.0,7.0,Mid-Rise Multifamily,37300,0,46.0,1716575.0,107.7,0.0,1925,42.31
830,Nonresidential COS,Compliant,,1813369.0,Fire Station,1402659.0,DOWNTOWN,1.0,2.0,Other,37740,0,82.6,3215953.0,184.0,0.0,1922,87.14
831,Multifamily MR (5-9),Compliant,77.0,7879816.0,Multifamily Housing,441231.0,DOWNTOWN,1.0,6.0,Mid-Rise Multifamily,254309,74638,29.9,8320719.0,90.7,0.0,1998,78.36
832,Multifamily MR (5-9),Compliant,80.0,3405134.0,Multifamily Housing,0.0,DOWNTOWN,1.0,6.0,Mid-Rise Multifamily,119764,40377,25.7,3404992.0,80.8,0.0,2000,23.74
833,Multifamily LR (1-4),Compliant,86.0,518373.0,Multifamily Housing,1760711.0,DOWNTOWN,1.0,3.0,Low-Rise Multifamily,40636,4100,56.1,2279063.0,85.5,0.0,1925,97.13
834,Multifamily LR (1-4),Compliant,67.0,678636.0,Multifamily Housing,0.0,DOWNTOWN,1.0,3.0,Low-Rise Multifamily,22400,0,30.3,678608.0,95.1,0.0,1923,4.73
835,Multifamily HR (10+),Compliant,5.0,3155522.0,Multifamily Housing,0.0,DOWNTOWN,1.0,13.0,High-Rise Multifamily,70200,0,44.9,3155391.0,141.1,0.0,1979,22.0
836,Multifamily MR (5-9),Compliant,96.0,444309.0,Multifamily Housing,342689.0,DOWNTOWN,1.0,6.0,Mid-Rise Multifamily,21840,0,36.0,786979.0,80.4,0.0,1929,21.3
837,Multifamily LR (1-4),Compliant,33.0,395884.0,Multifamily Housing,1854801.0,DOWNTOWN,1.0,3.0,Low-Rise Multifamily,27993,5887,80.4,2250669.0,114.0,0.0,1925,101.27
838,Multifamily HR (10+),Compliant,74.0,5748176.0,Multifamily Housing,13704338.0,DOWNTOWN,1.0,18.0,High-Rise Multifamily,326619,67222,59.6,19452274.0,99.3,0.0,1949,767.91
839,NonResidential,Compliant,,578320.0,Office,445322.0,DOWNTOWN,1.0,1.0,Small- and Mid-Sized Office,23752,0,43.1,1023618.0,96.1,0.0,1965,27.68
840,NonResidential,Compliant,62.0,1506877.0,Hotel,1094554.0,DOWNTOWN,1.0,4.0,Hotel,44416,0,49.4,2601369.0,111.7,0.0,1967,68.64
841,NonResidential,Compliant,,1947148.0,Social/Meeting Hall,240446.0,DOWNTOWN,1.0,2.0,Mixed Use Property,10925,22867,207.0,2187513.0,602.4,0.0,2006,26.34
842,Multifamily MR (5-9),Compliant,,1211192.0,Multifamily Housing,310939.0,DOWNTOWN,1.0,8.0,Mid-Rise Multifamily,34080,0,36.6,1522081.0,99.3,0.0,2002,24.96
843,Multifamily MR (5-9),Compliant,22.0,7939313.0,Multifamily Housing,2301723.0,DOWNTOWN,1.0,8.0,Mid-Rise Multifamily,224732,0,55.5,10240707.0,148.2,0.0,1994,177.59
844,Multifamily MR (5-9),Compliant,,1733583.0,Multifamily Housing,0.0,DOWNTOWN,1.0,6.0,Mid-Rise Multifamily,62607,0,29.8,1733511.0,93.7,0.0,1914,12.08
845,Multifamily LR (1-4),Compliant,,248618.0,Multifamily Housing,0.0,EAST,1.0,4.0,Low-Rise Multifamily,31702,0,9.4,248607.0,29.5,0.0,1989,1.73
846,Multifamily LR (1-4),Compliant,52.0,289287.0,Multifamily Housing,1048693.0,EAST,1.0,3.0,Low-Rise Multifamily,29765,0,54.1,1337968.0,81.2,0.0,1930,57.71
847,Multifamily LR (1-4),Compliant,52.0,291716.0,Multifamily Housing,1506990.0,EAST,1.0,4.0,Low-Rise Multifamily,27182,0,66.2,1798694.0,91.9,0.0,1928,82.07
848,Multifamily LR (1-4),Compliant,94.0,2400871.0,Multifamily Housing,19732.0,NORTHWEST,1.0,4.0,Low-Rise Multifamily,91435,35001,26.5,2420503.0,82.7,0.0,1999,17.78
849,Multifamily LR (1-4),Compliant,87.0,508078.0,Multifamily Housing,0.0,MAGNOLIA / QUEEN ANNE,1.0,4.0,Low-Rise Multifamily,22374,0,22.7,508057.0,71.3,0.0,1969,3.54
850,Multifamily LR (1-4),Compliant,62.0,2882817.0,Multifamily Housing,954530.0,MAGNOLIA / QUEEN ANNE,1.0,4.0,Low-Rise Multifamily,61802,0,62.1,3837228.0,162.7,0.0,1910,70.79
851,SPS-District K-12,Compliant,100.0,262176.0,K-12 School,55417.0,MAGNOLIA / QUEEN ANNE,1.0,1.0,K-12 School,35805,0,8.9,317581.0,24.6,0.0,2001,4.77
852,Multifamily LR (1-4),Compliant,65.0,1308378.0,Multifamily Housing,0.0,NORTH,1.0,4.0,Low-Rise Multifamily,42561,13912,37.2,1308324.0,116.7,0.0,2002,9.12
853,Multifamily MR (5-9),Compliant,94.0,880138.0,Multifamily Housing,518152.0,SOUTHWEST,1.0,8.0,Mid-Rise Multifamily,51490,0,27.2,1398253.0,64.2,0.0,1968,33.65
854,Multifamily LR (1-4),Compliant,78.0,1371502.0,Multifamily Housing,0.0,LAKE UNION,1.0,4.0,Low-Rise Multifamily,45348,0,30.2,1371445.0,95.0,0.0,1987,9.56
855,Multifamily LR (1-4),Compliant,73.0,851598.0,Multifamily Housing,0.0,NORTHWEST,1.0,4.0,Low-Rise Multifamily,31317,0,27.2,851563.0,85.4,0.0,1966,5.94
856,Multifamily MR (5-9),Compliant,79.0,2735241.0,Multifamily Housing,0.0,NORTHWEST,1.0,5.0,Mid-Rise Multifamily,99372,0,27.5,2735128.0,86.4,0.0,1969,19.07
857,Multifamily LR (1-4),Compliant,93.0,606911.0,Multifamily Housing,0.0,NORTHWEST,1.0,4.0,Low-Rise Multifamily,26744,0,22.7,606886.0,71.3,0.0,1964,4.23
858,Multifamily LR (1-4),Compliant,89.0,699246.0,Multifamily Housing,0.0,NORTHWEST,1.0,4.0,Low-Rise Multifamily,30060,0,23.3,699217.0,73.0,0.0,1987,4.87
859,NonResidential,Compliant,52.0,503890.0,Worship Facility,540773.0,NORTHWEST,1.0,2.0,Worship Facility,45991,0,22.7,1044642.0,46.7,0.0,1928,32.23
860,Multifamily MR (5-9),Compliant,41.0,3963991.0,Multifamily Housing,1087808.0,NORTHEAST,1.0,5.0,Mid-Rise Multifamily,119996,0,48.7,5051636.0,131.0,0.0,2002,85.41
861,Multifamily LR (1-4),Compliant,63.0,525690.0,Multifamily Housing,0.0,NORTHEAST,1.0,4.0,Low-Rise Multifamily,23794,0,22.1,525668.0,69.4,0.0,1997,3.66
862,Multifamily LR (1-4),Compliant,51.0,1379263.0,Multifamily Housing,0.0,DELRIDGE,1.0,4.0,Low-Rise Multifamily,48996,0,28.1,1379206.0,88.4,0.0,1988,9.61
863,Multifamily LR (1-4),Compliant,34.0,907741.0,Multifamily Housing,38435.0,MAGNOLIA / QUEEN ANNE,1.0,4.0,Low-Rise Multifamily,37090,0,27.0,946138.0,82.3,0.0,2007,8.37
864,Multifamily LR (1-4),Compliant,56.0,1098043.0,Multifamily Housing,188885.0,DELRIDGE,1.0,3.0,Low-Rise Multifamily,23533,0,54.7,1286882.0,154.9,0.0,1998,17.69
865,Multifamily MR (5-9),Compliant,48.0,1627418.0,Multifamily Housing,328725.0,EAST,1.0,6.0,Mid-Rise Multifamily,50098,1922,39.0,1956075.0,108.9,0.0,2001,28.8
866,Multifamily LR (1-4),Compliant,81.0,785934.0,Multifamily Housing,0.0,SOUTHWEST,1.0,3.0,Low-Rise Multifamily,32612,0,24.1,785901.0,75.7,0.0,1958,5.48
867,Multifamily LR (1-4),Compliant,34.0,2401989.0,Multifamily Housing,0.0,SOUTHEAST,1.0,4.0,Low-Rise Multifamily,58485,0,41.1,2401890.0,129.0,0.0,1971,16.74
868,Multifamily LR (1-4),Compliant,83.0,2740242.0,Multifamily Housing,0.0,NORTHEAST,1.0,3.0,Low-Rise Multifamily,91617,55826,29.9,2740128.0,93.9,0.0,1999,19.1
869,Multifamily LR (1-4),Compliant,27.0,2674145.0,Multifamily Housing,0.0,NORTHEAST,1.0,4.0,Low-Rise Multifamily,52654,12449,54.5,2674034.0,171.0,0.0,1988,18.64
870,NonResidential,Compliant,91.0,474378.0,Residence Hall/Dormitory,0.0,NORTHEAST,1.0,3.0,Residence Hall/Dormitory,21499,0,22.1,474359.0,69.3,0.0,1921,3.31
871,NonResidential,Compliant,15.0,1777327.0,Office,48950.0,NORTHEAST,1.0,2.0,Small- and Mid-Sized Office,20384,0,73.0,1826203.0,225.1,0.0,1989,14.99
872,Multifamily LR (1-4),Compliant,65.0,609393.0,Multifamily Housing,0.0,NORTHEAST,1.0,4.0,Low-Rise Multifamily,21528,0,28.3,609368.0,88.9,0.0,1960,4.25
873,NonResidential,Compliant,,5295572.0,Retail Store,232869.0,NORTHEAST,1.0,2.0,Retail Store,39265,0,140.8,5528223.0,429.7,0.0,1956,49.28
874,NonResidential,Compliant,16.0,6694748.0,Retail Store,313781.0,NORTHEAST,1.0,2.0,Retail Store,54284,0,128.2,7008252.0,390.4,0.0,1956,63.33
875,NonResidential,Compliant,67.0,2337349.0,Retail Store,183667.0,NORTHEAST,1.0,1.0,Retail Store,23409,0,107.7,2520919.0,321.7,0.0,1956,26.05
876,NonResidential,Compliant,,4698741.0,Retail Store,218876.0,NORTHEAST,1.0,1.0,Retail Store,63153,0,77.9,4917420.0,237.3,0.0,1997,44.38
877,Multifamily LR (1-4),Compliant,100.0,4440015.0,Multifamily Housing,2742603.0,NORTHEAST,1.0,2.0,Low-Rise Multifamily,273154,48179,22.4,7182436.0,52.3,0.0,1980,176.61
878,Multifamily LR (1-4),Compliant,1.0,2441081.0,Multifamily Housing,0.0,NORTHEAST,1.0,3.0,Low-Rise Multifamily,26157,0,93.3,2440980.0,293.0,0.0,1959,17.02
879,NonResidential,Compliant,91.0,827601.0,Hotel,780011.0,NORTHEAST,1.0,2.0,Hotel,24100,0,52.0,1607578.0,110.6,0.0,1961,47.2
880,NonResidential,Compliant,,3105221.0,Restaurant,1365528.0,DOWNTOWN,1.0,3.0,"Restaurant
",33600,0,133.1,4470620.0,332.9,0.0,1923,94.17
881,Multifamily LR (1-4),Compliant,,1196217.0,Multifamily Housing,573830.0,DOWNTOWN,1.0,3.0,Low-Rise Multifamily,39201,0,74.2,1769998.0,182.7,0.0,1907,38.82
882,Multifamily LR (1-4),Compliant,,472018.0,Multifamily Housing,386934.0,DOWNTOWN,1.0,3.0,Low-Rise Multifamily,23568,0,51.0,858932.0,112.1,0.0,1909,23.84
883,Multifamily LR (1-4),Compliant,88.0,189342.0,Multifamily Housing,1183141.0,DOWNTOWN,1.0,3.0,Low-Rise Multifamily,21130,0,65.0,1372475.0,86.9,0.0,1917,64.16
884,Multifamily MR (5-9),Compliant,90.0,458962.0,Multifamily Housing,278060.0,DOWNTOWN,1.0,6.0,Mid-Rise Multifamily,36880,0,56.6,2086588.0,91.0,1349585.0,1914,122.14
885,NonResidential,Compliant,92.0,855776.0,Financial Office,0.0,DOWNTOWN,1.0,4.0,Other,32356,0,40.3,1303887.0,99.7,448146.0,1927,40.56
886,NonResidential,Compliant,31.0,1824101.0,Hotel,1718517.0,DOWNTOWN,1.0,7.0,Hotel,48220,12960,57.9,3542542.0,123.1,0.0,1960,103.99
887,NonResidential,Compliant,60.0,1720052.0,Office,1285945.0,DOWNTOWN,1.0,5.0,Small- and Mid-Sized Office,32256,11250,92.3,3005926.0,207.3,0.0,1978,80.29
888,Multifamily HR (10+),Compliant,,10778594.0,Other,3653098.0,DOWNTOWN,1.0,27.0,Other,340214,161025,53.5,14431245.0,139.7,0.0,2008,269.15
889,Multifamily HR (10+),Compliant,12.0,5948905.0,Multifamily Housing,1804877.0,DOWNTOWN,1.0,23.0,High-Rise Multifamily,140241,39504,63.8,7753535.0,169.4,0.0,1970,137.33
890,Multifamily LR (1-4),Compliant,92.0,2707328.0,Multifamily Housing,1851608.0,BALLARD,1.0,3.0,Low-Rise Multifamily,159820,0,28.5,4558824.0,65.4,0.0,1949,117.21
891,Multifamily LR (1-4),Compliant,91.0,1259972.0,Multifamily Housing,626010.0,BALLARD,1.0,3.0,Low-Rise Multifamily,60858,0,31.0,1885930.0,75.8,0.0,1968,42.03
892,Multifamily LR (1-4),Compliant,74.0,469353.0,,440369.0,SOUTHWEST,1.0,3.0,Low-Rise Multifamily,28033,0,32.6,909703.0,69.3,0.0,1990,26.66
893,Multifamily LR (1-4),Compliant,33.0,1357498.0,Multifamily Housing,0.0,CENTRAL,1.0,3.0,Low-Rise Multifamily,39816,0,34.1,1357442.0,107.1,0.0,1986,9.46
894,NonResidential,Compliant,91.0,157691.0,Worship Facility,292834.0,NORTHWEST,1.0,2.0,Worship Facility,23931,0,18.8,450518.0,33.5,0.0,1910,16.65
895,NonResidential,Compliant,60.0,260288.0,Worship Facility,552974.0,NORTHWEST,1.0,2.0,Worship Facility,21393,0,38.0,813252.0,65.3,0.0,1948,31.18
896,Multifamily MR (5-9),Compliant,,2234591.0,Multifamily Housing,5357953.0,DOWNTOWN,1.0,6.0,Mid-Rise Multifamily,150374,0,89.5,7592451.0,149.0,0.0,1915,300.14
897,Multifamily MR (5-9),Compliant,,1208751.0,Multifamily Housing,527114.0,SOUTHEAST,1.0,6.0,Mid-Rise Multifamily,63924,14081,27.2,1735816.0,68.2,0.0,2010,36.42
898,Multifamily LR (1-4),Compliant,42.0,947557.0,Multifamily Housing,0.0,SOUTHEAST,1.0,2.0,Low-Rise Multifamily,20400,0,46.3,947518.0,145.5,0.0,1956,6.61
899,NonResidential,Compliant,72.0,669000.0,Distribution Center,573792.0,SOUTHEAST,1.0,2.0,Mixed Use Property,47560,0,26.4,1242764.0,57.4,0.0,1990,35.14
900,NonResidential,Compliant,100.0,479844.0,Senior Care Community,621871.0,EAST,1.0,6.0,Senior Care Community,51457,10877,21.5,1101695.0,42.1,0.0,2006,36.37
901,Multifamily LR (1-4),Compliant,61.0,806339.0,,0.0,LAKE UNION,1.0,3.0,Low-Rise Multifamily,28296,0,28.5,806306.0,89.5,0.0,1969,5.62
902,Multifamily LR (1-4),Compliant,79.0,973282.0,Multifamily Housing,0.0,NORTH,1.0,4.0,Low-Rise Multifamily,41664,0,23.4,973242.0,73.4,0.0,1982,6.78
903,NonResidential,Compliant,,382271.0,Residence Hall/Dormitory,1087614.0,NORTHEAST,1.0,3.0,Residence Hall/Dormitory,20960,0,70.1,1469870.0,111.7,0.0,1930,60.43
904,Multifamily MR (5-9),Compliant,,1744597.0,Multifamily Housing,2731127.0,DOWNTOWN,1.0,7.0,Mid-Rise Multifamily,67403,0,66.4,4475652.0,123.8,0.0,2012,157.21
905,Multifamily HR (10+),Compliant,86.0,9490316.0,Multifamily Housing,2781826.0,DOWNTOWN,1.0,37.0,High-Rise Multifamily,371539,145625,29.2,12271749.0,77.8,0.0,2008,213.9
906,Multifamily MR (5-9),Compliant,,807013.0,Multifamily Housing,1395428.0,DOWNTOWN,1.0,5.0,Mid-Rise Multifamily,30180,0,58.0,2202407.0,105.2,0.0,1929,79.74
907,NonResidential,Compliant,,652653.0,College/University,78689.0,DOWNTOWN,1.0,3.0,College/University,28800,0,25.4,731315.0,74.0,0.0,1910,8.73
908,NonResidential,Compliant,83.0,551891.0,K-12 School,523069.0,DOWNTOWN,1.0,2.0,K-12 School,21600,0,49.8,1074937.0,105.7,0.0,1957,31.63
909,NonResidential,Compliant,35.0,1019086.0,K-12 School,0.0,DOWNTOWN,1.0,3.0,K-12 School,22860,0,44.6,1019043.0,140.0,0.0,1995,7.1
910,Multifamily LR (1-4),Compliant,85.0,666464.0,Multifamily Housing,0.0,LAKE UNION,1.0,4.0,Low-Rise Multifamily,25490,0,26.1,666436.0,82.1,0.0,1990,4.65
911,Multifamily MR (5-9),Compliant,76.0,6596352.0,Multifamily Housing,3968652.0,SOUTHEAST,1.0,7.0,Mid-Rise Multifamily,297636,90335,26.1,10564729.0,61.4,0.0,2010,256.76
912,Multifamily LR (1-4),Compliant,,718582.0,Multifamily Housing,0.0,NORTHEAST,1.0,3.0,Low-Rise Multifamily,25137,0,28.6,718552.0,89.8,0.0,1966,5.01
913,NonResidential,Compliant,90.0,348184.0,Worship Facility,442034.0,NORTHEAST,1.0,1.0,Worship Facility,26366,0,29.9,790204.0,59.0,0.0,1972,25.9
914,Multifamily LR (1-4),Compliant,77.0,908872.0,Multifamily Housing,0.0,SOUTHWEST,1.0,4.0,Low-Rise Multifamily,31236,0,29.1,908834.0,91.4,0.0,1992,6.34
915,Multifamily MR (5-9),Compliant,93.0,3358513.0,Multifamily Housing,771679.0,EAST,1.0,7.0,Mid-Rise Multifamily,140759,0,29.3,4130053.0,80.7,0.0,2005,64.4
916,Multifamily LR (1-4),Compliant,,652452.0,Multifamily Housing,0.0,DELRIDGE,1.0,3.0,Low-Rise Multifamily,27119,0,29.5,652425.0,92.5,0.0,1999,4.55
917,NonResidential,Compliant,3.0,473680.0,Worship Facility,347044.0,SOUTHEAST,1.0,2.0,Worship Facility,21732,0,37.8,820705.0,85.2,0.0,1965,21.73
918,Multifamily LR (1-4),Compliant,33.0,1484869.0,Multifamily Housing,0.0,SOUTHEAST,1.0,3.0,Low-Rise Multifamily,43752,0,33.9,1484807.0,106.6,0.0,1961,10.35
919,Multifamily LR (1-4),Compliant,,1375423.0,Multifamily Housing,0.0,SOUTHEAST,1.0,3.0,Low-Rise Multifamily,52588,7682,25.4,1375366.0,79.7,0.0,1968,9.59
920,Multifamily LR (1-4),Compliant,93.0,1973022.0,Multifamily Housing,3723630.0,SOUTHEAST,1.0,4.0,Low-Rise Multifamily,160561,0,35.5,5696571.0,62.9,0.0,1968,211.52
921,Multifamily LR (1-4),Compliant,42.0,1138567.0,Multifamily Housing,0.0,SOUTHEAST,1.0,4.0,Low-Rise Multifamily,34678,0,32.8,1138520.0,103.1,0.0,1969,7.94
922,Multifamily LR (1-4),Compliant,73.0,749238.0,Multifamily Housing,0.0,MAGNOLIA / QUEEN ANNE,1.0,4.0,Low-Rise Multifamily,17284,5110,33.5,749207.0,105.1,0.0,1977,5.22
923,Multifamily MR (5-9),Compliant,,3216937.0,Multifamily Housing,1931527.0,EAST,1.0,6.0,Mid-Rise Multifamily,145812,0,41.3,5148331.0,97.4,0.0,2007,125.01
924,NonResidential,Compliant,,251820.0,Non-Refrigerated Warehouse,83572.0,BALLARD,1.0,1.0,Mixed Use Property,21060,0,13.7,335382.0,36.0,0.0,1945,6.19
925,NonResidential,Compliant,,1062348.0,Retail Store,559704.0,BALLARD,1.0,4.0,Mixed Use Property,20539,0,78.3,1622008.0,189.4,0.0,1960,37.13
926,SPS-District K-12,Compliant,83.0,760297.0,K-12 School,596200.0,NORTHEAST,1.0,1.0,K-12 School,38624,0,34.3,1356465.0,76.2,0.0,1958,36.96
927,Multifamily MR (5-9),Compliant,,625964.0,Multifamily Housing,0.0,EAST,1.0,5.0,Mid-Rise Multifamily,22874,0,27.4,625938.0,85.9,0.0,1985,4.36
928,Multifamily LR (1-4),Compliant,68.0,549461.0,Multifamily Housing,0.0,NORTH,1.0,3.0,Low-Rise Multifamily,21469,0,25.6,549438.0,80.4,0.0,1965,3.83
929,Multifamily LR (1-4),Compliant,3.0,2378176.0,Multifamily Housing,0.0,NORTH,1.0,4.0,Low-Rise Multifamily,50252,0,47.3,2378077.0,148.6,0.0,1984,16.58
